order_item_id,order_id,product_id,quantity,unit_price,line_total,discount_amount
47_2,47,110,2,314.3,628.6,0
47_3,47,226,3,249.13,747.39,0
48_1,48,41,3,746.47,2239.41,0
48_2,48,321,3,741.69,2225.07,0
48_3,48,10,3,274.69,824.0699999999999,0
48_4,48,305,1,689.39,689.39,0
49_1,49,431,3,310.37,931.11,0
50_1,50,142,1,475.47,475.47,0
51_1,51,399,2,853.5,1707.0,0
51_2,51,332,3,713.05,2139.1499999999996,0
51_3,51,188,3,491.42,1474.26,0
51_4,51,301,2,762.87,1525.74,0
51_5,51,218,3,933.16,2799.48,0
52_1,52,288,3,934.76,2804.2799999999997,0
52_2,52,398,3,588.64,1765.92,0
52_3,52,257,1,441.69,441.69,0
53_1,53,248,1,810.45,810.45,0
53_2,53,151,2,482.63,965.26,0
53_3,53,345,3,527.94,1583.8200000000002,0
53_4,53,394,3,309.89,929.67,0
53_5,53,297,1,650.65,650.65,0
54_1,54,328,2,530.01,1060.02,0
54_2,54,408,1,233.23,233.23,0
55_1,55,193,2,428.68,857.36,0
56_1,56,382,3,248.27,744.8100000000001,0
57_1,57,148,3,526.28,1578.84,0
57_2,57,73,3,554.98,1664.94,0
58_1,58,358,1,308.04,308.04,0
58_2,58,283,1,305.45,305.45,0
58_3,58,216,3,705.06,2115.18,0
59_1,59,151,1,482.63,482.63,0
59_2,59,338,3,965.79,2897.37,0
60_1,60,94,3,115.37,346.11,0
60_2,60,396,3,711.41,2134.23,0
60_3,60,106,3,935.32,2805.96,0
60_4,60,223,2,908.9,1817.8,0
60_5,60,303,1,391.71,391.71,0
61_1,61,181,1,52.24,52.24,0
61_2,61,148,2,526.28,1052.56,0
62_1,62,477,3,511.64,1534.92,0
63_1,63,414,2,505.83,1011.66,0
63_2,63,122,3,800.69,2402.07,0
63_3,63,284,2,844.63,1689.26,0
63_4,63,384,2,498.02,996.04,0
64_1,64,315,1,896.1,896.1,0
64_2,64,7,1,968.31,968.31,0
64_3,64,378,3,926.77,2780.31,0
65_1,65,368,2,93.8,187.6,0
65_2,65,7,3,968.31,2904.93,0
65_3,65,96,1,228.42,228.42,0
66_1,66,170,2,393.75,787.5,0
66_2,66,230,3,399.37,1198.1100000000001,0
66_3,66,203,2,897.53,1795.06,0
66_4,66,437,3,201.7,605.0999999999999,0
66_5,66,328,2,530.01,1060.02,0
67_1,67,114,1,155.89,155.89,0
67_2,67,386,2,37.68,75.36,0
68_1,68,432,2,931.92,1863.84,0
68_2,68,271,2,391.72,783.44,0
68_3,68,230,3,399.37,1198.1100000000001,0
69_1,69,427,1,836.64,836.64,0
70_1,70,68,3,588.47,1765.41,0
70_2,70,423,3,39.67,119.01,0
70_3,70,495,2,203.06,406.12,0
71_1,71,10,3,274.69,824.0699999999999,0
71_2,71,224,1,17.52,17.52,0
71_3,71,282,3,560.88,1682.6399999999999,0
71_4,71,180,3,92.65,277.95000000000005,0
72_1,72,48,3,681.52,2044.56,0
72_2,72,427,3,836.64,2509.92,0
73_1,73,457,3,546.12,1638.3600000000001,0
74_1,74,364,1,907.77,907.77,0
74_2,74,411,3,776.63,2329.89,0
74_3,74,240,2,303.94,607.88,0
75_1,75,282,2,560.88,1121.76,0
75_2,75,498,1,735.46,735.46,0
75_3,75,243,1,464.53,464.53,0
75_4,75,48,2,681.52,1363.04,0
76_1,76,161,3,705.62,2116.86,0
77_1,77,188,3,491.42,1474.26,0
78_1,78,493,3,735.71,2207.13,0
79_1,79,194,2,78.56,157.12,0
80_1,80,130,1,717.76,717.76,0
80_2,80,423,3,39.67,119.01,0
80_3,80,50,3,763.28,2289.84,0
80_4,80,443,1,131.14,131.14,0
81_1,81,388,2,450.02,900.04,0
81_2,81,1,1,154.86,154.86,0
81_3,81,253,1,224.13,224.13,0
82_1,82,193,1,428.68,428.68,0
82_2,82,207,2,748.24,1496.48,0
82_3,82,28,2,297.15,594.3,0
83_1,83,269,3,325.39,976.17,0
83_2,83,483,2,80.67,161.34,0
83_3,83,459,1,224.37,224.37,0
83_4,83,161,3,705.62,2116.86,0
83_5,83,215,3,846.63,2539.89,0
84_1,84,369,2,598.39,1196.78,0
84_2,84,326,1,587.32,587.32,0
85_1,85,116,1,177.85,177.85,0
85_2,85,296,2,91.96,183.92,0
85_3,85,251,2,14.95,29.9,0
86_1,86,417,2,126.74,253.48,0
87_1,87,322,1,321.95,321.95,0
87_2,87,9,1,163.93,163.93,0
87_3,87,128,2,389.34,778.68,0
87_4,87,196,2,832.23,1664.46,0
87_5,87,224,2,17.52,35.04,0
88_1,88,420,2,84.02,168.04,0
88_2,88,222,3,857.77,2573.31,0
88_3,88,475,1,235.13,235.13,0
89_1,89,305,2,689.39,1378.78,0
90_1,90,264,3,454.9,1364.6999999999998,0
90_2,90,191,2,71.77,143.54,0
90_3,90,116,2,177.85,355.7,0
90_4,90,251,1,14.95,14.95,0
91_1,91,82,3,576.17,1728.5099999999998,0
91_2,91,137,2,36.07,72.14,0
92_1,92,103,1,910.03,910.03,0
92_2,92,53,3,784.88,2354.64,0
92_3,92,482,1,332.52,332.52,0
92_4,92,147,1,712.25,712.25,0
92_5,92,55,3,157.23,471.68999999999994,0
93_1,93,356,2,682.12,1364.24,0
93_2,93,112,2,111.78,223.56,0
93_3,93,460,1,867.07,867.07,0
94_1,94,165,1,953.28,953.28,0
94_2,94,486,1,168.7,168.7,0
94_3,94,18,1,962.53,962.53,0
94_4,94,181,1,52.24,52.24,0
95_1,95,341,2,316.22,632.44,0
95_2,95,56,1,990.48,990.48,0
95_3,95,313,2,611.36,1222.72,0
95_4,95,197,1,963.72,963.72,0
96_1,96,162,2,109.98,219.96,0
96_2,96,247,2,690.45,1380.9,0
96_3,96,208,3,604.92,1814.7599999999998,0
96_4,96,482,1,332.52,332.52,0
97_1,97,476,2,59.07,118.14,0
98_1,98,495,1,203.06,203.06,0
98_2,98,431,3,310.37,931.11,0
98_3,98,243,1,464.53,464.53,0
98_4,98,479,1,25.95,25.95,0
99_1,99,461,1,809.31,809.31,0
99_2,99,265,3,590.99,1772.97,0
99_3,99,64,1,259.73,259.73,0
100_1,100,486,2,168.7,337.4,0
100_2,100,407,3,207.73,623.1899999999999,0
101_1,101,450,2,744.48,1488.96,0
101_2,101,448,1,708.44,708.44,0
102_1,102,439,3,572.36,1717.08,0
102_2,102,181,1,52.24,52.24,0
103_1,103,39,2,360.19,720.38,0
103_2,103,171,3,958.43,2875.29,0
103_3,103,242,2,631.15,1262.3,0
103_4,103,479,1,25.95,25.95,0
104_1,104,364,2,907.77,1815.54,0
104_2,104,91,3,985.4,2956.2,0
104_3,104,68,3,588.47,1765.41,0
104_4,104,298,1,972.04,972.04,0
105_1,105,191,2,71.77,143.54,0
105_2,105,99,3,193.17,579.51,0
105_3,105,306,2,155.81,311.62,0
105_4,105,233,1,108.57,108.57,0
105_5,105,482,1,332.52,332.52,0
106_1,106,340,3,355.35,1066.0500000000002,0
106_2,106,180,3,92.65,277.95000000000005,0
106_3,106,348,2,62.65,125.3,0
106_4,106,275,1,503.65,503.65,0
107_1,107,166,1,149.44,149.44,0
107_2,107,90,2,724.85,1449.7,0
107_3,107,200,2,565.29,1130.58,0
107_4,107,101,2,171.28,342.56,0
107_5,107,6,1,947.04,947.04,0
108_1,108,354,1,392.37,392.37,0
108_2,108,180,3,92.65,277.95000000000005,0
108_3,108,235,2,838.95,1677.9,0
108_4,108,368,1,93.8,93.8,0
108_5,108,339,2,987.45,1974.9,0
109_1,109,82,1,576.17,576.17,0
109_2,109,437,2,201.7,403.4,0
109_3,109,318,3,275.57,826.71,0
110_1,110,436,1,443.56,443.56,0
111_1,111,461,3,809.31,2427.93,0
111_2,111,229,1,249.4,249.4,0
112_1,112,313,3,611.36,1834.08,0
112_2,112,485,3,380.96,1142.8799999999999,0
112_3,112,324,3,30.61,91.83,0
112_4,112,34,1,205.56,205.56,0
112_5,112,376,2,881.09,1762.18,0
113_1,113,392,1,358.34,358.34,0
113_2,113,361,1,715.46,715.46,0
113_3,113,197,3,963.72,2891.16,0
113_4,113,172,2,151.19,302.38,0
113_5,113,268,3,377.93,1133.79,0
114_1,114,250,2,993.79,1987.58,0
115_1,115,129,2,537.14,1074.28,0
115_2,115,324,1,30.61,30.61,0
115_3,115,441,2,289.76,579.52,0
115_4,115,1,2,154.86,309.72,0
115_5,115,89,3,331.31,993.9300000000001,0
116_1,116,375,2,690.89,1381.78,0
116_2,116,256,2,710.99,1421.98,0
117_1,117,341,2,316.22,632.44,0
118_1,118,159,2,980.73,1961.46,0
118_2,118,123,1,155.11,155.11,0
118_3,118,273,1,578.2,578.2,0
118_4,118,209,3,581.06,1743.1799999999998,0
118_5,118,409,2,95.15,190.3,0
119_1,119,402,2,900.79,1801.58,0
119_2,119,134,3,301.74,905.22,0
119_3,119,99,1,193.17,193.17,0
119_4,119,200,2,565.29,1130.58,0
119_5,119,190,2,643.8,1287.6,0
120_1,120,355,3,920.98,2762.94,0
120_2,120,17,1,93.73,93.73,0
120_3,120,168,3,453.0,1359.0,0
121_1,121,221,3,230.64,691.92,0
121_2,121,439,2,572.36,1144.72,0
121_3,121,460,1,867.07,867.07,0
121_4,121,279,1,896.86,896.86,0
122_1,122,47,1,350.67,350.67,0
122_2,122,137,3,36.07,108.21000000000001,0
122_3,122,273,3,578.2,1734.6000000000001,0
122_4,122,310,1,436.53,436.53,0
122_5,122,28,3,297.15,891.4499999999999,0
123_1,123,270,3,571.78,1715.34,0
123_2,123,177,2,971.95,1943.9,0
123_3,123,388,1,450.02,450.02,0
124_1,124,326,1,587.32,587.32,0
124_2,124,129,1,537.14,537.14,0
124_3,124,179,1,373.05,373.05,0
124_4,124,180,3,92.65,277.95000000000005,0
125_1,125,156,2,556.16,1112.32,0
125_2,125,336,1,743.59,743.59,0
125_3,125,1,2,154.86,309.72,0
126_1,126,289,3,57.51,172.53,0
126_2,126,478,2,720.17,1440.34,0
126_3,126,310,3,436.53,1309.59,0
126_4,126,333,3,489.5,1468.5,0
126_5,126,30,3,520.36,1561.08,0
127_1,127,453,2,285.18,570.36,0
127_2,127,106,1,935.32,935.32,0
127_3,127,119,1,189.54,189.54,0
127_4,127,203,2,897.53,1795.06,0
128_1,128,58,1,313.37,313.37,0
128_2,128,388,2,450.02,900.04,0
128_3,128,63,3,477.33,1431.99,0
129_1,129,286,1,727.0,727.0,0
129_2,129,55,3,157.23,471.68999999999994,0
129_3,129,175,3,187.38,562.14,0
129_4,129,387,3,584.72,1754.16,0
130_1,130,274,3,324.6,973.8000000000001,0
131_1,131,205,3,13.63,40.89,0
131_2,131,171,3,958.43,2875.29,0
131_3,131,200,1,565.29,565.29,0
131_4,131,236,1,102.32,102.32,0
132_1,132,4,1,104.58,104.58,0
132_2,132,442,2,998.1,1996.2,0
132_3,132,294,1,483.14,483.14,0
132_4,132,214,1,557.22,557.22,0
133_1,133,5,1,278.33,278.33,0
133_2,133,257,1,441.69,441.69,0
134_1,134,151,1,482.63,482.63,0
134_2,134,278,2,912.52,1825.04,0
134_3,134,91,3,985.4,2956.2,0
134_4,134,26,1,428.49,428.49,0
135_1,135,230,2,399.37,798.74,0
136_1,136,245,3,913.58,2740.7400000000002,0
136_2,136,417,3,126.74,380.21999999999997,0
136_3,136,299,1,473.46,473.46,0
137_1,137,421,1,505.04,505.04,0
137_2,137,185,2,473.79,947.58,0
137_3,137,472,2,414.51,829.02,0
137_4,137,403,3,923.14,2769.42,0
138_1,138,204,2,794.09,1588.18,0
138_2,138,411,3,776.63,2329.89,0
138_3,138,387,1,584.72,584.72,0
138_4,138,402,3,900.79,2702.37,0
138_5,138,344,1,503.93,503.93,0
139_1,139,249,1,571.61,571.61,0
139_2,139,166,2,149.44,298.88,0
139_3,139,210,3,308.92,926.76,0
140_1,140,250,3,993.79,2981.37,0
141_1,141,195,1,872.57,872.57,0
141_2,141,374,1,317.77,317.77,0
141_3,141,358,1,308.04,308.04,0
141_4,141,60,3,311.24,933.72,0
142_1,142,78,3,70.18,210.54000000000002,0
142_2,142,427,1,836.64,836.64,0
142_3,142,219,3,927.95,2783.8500000000004,0
143_1,143,196,1,832.23,832.23,0
143_2,143,292,3,863.27,2589.81,0
143_3,143,60,2,311.24,622.48,0
144_1,144,494,1,477.6,477.6,0
144_2,144,293,3,452.3,1356.9,0
144_3,144,446,1,870.27,870.27,0
144_4,144,457,2,546.12,1092.24,0
145_1,145,395,2,382.75,765.5,0
145_2,145,305,3,689.39,2068.17,0
145_3,145,25,1,84.36,84.36,0
146_1,146,470,1,449.36,449.36,0
146_2,146,373,3,896.09,2688.27,0
146_3,146,458,2,923.46,1846.92,0
146_4,146,128,1,389.34,389.34,0
146_5,146,382,2,248.27,496.54,0
147_1,147,492,1,997.82,997.82,0
147_2,147,56,2,990.48,1980.96,0
147_3,147,155,3,219.78,659.34,0
147_4,147,23,3,613.09,1839.27,0
148_1,148,328,3,530.01,1590.03,0
149_1,149,223,1,908.9,908.9,0
149_2,149,183,2,382.05,764.1,0
149_3,149,415,3,803.57,2410.71,0
149_4,149,231,1,137.57,137.57,0
149_5,149,263,2,207.71,415.42,0
150_1,150,346,1,310.6,310.6,0
150_2,150,280,2,26.1,52.2,0
150_3,150,65,3,105.91,317.73,0
150_4,150,207,1,748.24,748.24,0
150_5,150,58,3,313.37,940.11,0
151_1,151,443,3,131.14,393.41999999999996,0
151_2,151,224,2,17.52,35.04,0
152_1,152,480,1,721.13,721.13,0
153_1,153,152,3,64.11,192.32999999999998,0
153_2,153,31,1,849.86,849.86,0
154_1,154,383,3,481.39,1444.17,0
154_2,154,492,1,997.82,997.82,0
155_1,155,397,2,138.12,276.24,0
155_2,155,29,3,740.64,2221.92,0
155_3,155,95,1,871.32,871.32,0
155_4,155,301,3,762.87,2288.61,0
155_5,155,39,3,360.19,1080.57,0
156_1,156,292,2,863.27,1726.54,0
156_2,156,168,3,453.0,1359.0,0
156_3,156,194,1,78.56,78.56,0
156_4,156,178,2,414.93,829.86,0
156_5,156,404,3,848.32,2544.96,0
157_1,157,461,2,809.31,1618.62,0
157_2,157,386,3,37.68,113.03999999999999,0
157_3,157,469,3,133.05,399.15000000000003,0
157_4,157,388,3,450.02,1350.06,0
158_1,158,465,3,908.63,2725.89,0
158_2,158,50,2,763.28,1526.56,0
158_3,158,128,2,389.34,778.68,0
159_1,159,5,3,278.33,834.99,0
159_2,159,404,3,848.32,2544.96,0
160_1,160,185,3,473.79,1421.3700000000001,0
160_2,160,291,2,925.6,1851.2,0
160_3,160,292,2,863.27,1726.54,0
160_4,160,54,3,189.37,568.11,0
160_5,160,89,2,331.31,662.62,0
161_1,161,203,1,897.53,897.53,0
162_1,162,82,3,576.17,1728.5099999999998,0
162_2,162,208,2,604.92,1209.84,0
162_3,162,87,3,645.98,1937.94,0
162_4,162,60,3,311.24,933.72,0
163_1,163,479,2,25.95,51.9,0
163_2,163,441,2,289.76,579.52,0
163_3,163,95,1,871.32,871.32,0
163_4,163,276,2,458.25,916.5,0
164_1,164,208,2,604.92,1209.84,0
164_2,164,474,1,768.31,768.31,0
164_3,164,180,2,92.65,185.3,0
165_1,165,286,1,727.0,727.0,0
166_1,166,395,2,382.75,765.5,0
166_2,166,103,2,910.03,1820.06,0
167_1,167,366,2,757.77,1515.54,0
167_2,167,22,1,994.27,994.27,0
167_3,167,401,1,981.51,981.51,0
168_1,168,355,3,920.98,2762.94,0
168_2,168,26,2,428.49,856.98,0
169_1,169,265,2,590.99,1181.98,0
169_2,169,371,3,515.7,1547.1000000000001,0
169_3,169,457,2,546.12,1092.24,0
169_4,169,277,2,580.64,1161.28,0
170_1,170,53,1,784.88,784.88,0
170_2,170,380,1,444.73,444.73,0
170_3,170,39,3,360.19,1080.57,0
171_1,171,255,3,274.9,824.6999999999999,0
171_2,171,214,2,557.22,1114.44,0
171_3,171,190,3,643.8,1931.3999999999999,0
172_1,172,299,3,473.46,1420.3799999999999,0
172_2,172,185,3,473.79,1421.3700000000001,0
172_3,172,46,3,118.63,355.89,0
172_4,172,296,2,91.96,183.92,0
172_5,172,106,2,935.32,1870.64,0
173_1,173,305,2,689.39,1378.78,0
173_2,173,338,2,965.79,1931.58,0
173_3,173,64,1,259.73,259.73,0
173_4,173,143,3,23.07,69.21000000000001,0
174_1,174,359,2,550.36,1100.72,0
174_2,174,133,2,921.69,1843.38,0
174_3,174,305,1,689.39,689.39,0
175_1,175,60,2,311.24,622.48,0
175_2,175,427,3,836.64,2509.92,0
175_3,175,181,2,52.24,104.48,0
175_4,175,95,2,871.32,1742.64,0
175_5,175,390,3,505.62,1516.8600000000001,0
176_1,176,451,1,45.5,45.5,0
176_2,176,235,3,838.95,2516.8500000000004,0
176_3,176,320,1,103.29,103.29,0
177_1,177,42,1,948.88,948.88,0
177_2,177,454,1,286.29,286.29,0
177_3,177,50,3,763.28,2289.84,0
177_4,177,500,2,609.16,1218.32,0
177_5,177,206,2,454.83,909.66,0
178_1,178,391,3,529.8,1589.3999999999999,0
178_2,178,476,2,59.07,118.14,0
178_3,178,487,2,35.27,70.54,0
178_4,178,433,3,612.05,1836.1499999999999,0
179_1,179,455,2,390.81,781.62,0
179_2,179,213,1,122.24,122.24,0
179_3,179,394,1,309.89,309.89,0
179_4,179,346,1,310.6,310.6,0
180_1,180,441,3,289.76,869.28,0
180_2,180,313,3,611.36,1834.08,0
180_3,180,354,1,392.37,392.37,0
181_1,181,1,1,154.86,154.86,0
181_2,181,258,1,181.22,181.22,0
181_3,181,439,1,572.36,572.36,0
181_4,181,473,3,555.92,1667.7599999999998,0
181_5,181,369,3,598.39,1795.17,0
182_1,182,345,1,527.94,527.94,0
183_1,183,154,1,37.76,37.76,0
183_2,183,33,2,194.29,388.58,0
184_1,184,303,2,391.71,783.42,0
185_1,185,394,2,309.89,619.78,0
185_2,185,410,3,211.49,634.47,0
186_1,186,35,1,132.59,132.59,0
187_1,187,38,1,989.47,989.47,0
188_1,188,43,2,494.17,988.34,0
189_1,189,478,2,720.17,1440.34,0
190_1,190,142,3,475.47,1426.41,0
190_2,190,174,2,77.47,154.94,0
190_3,190,31,2,849.86,1699.72,0
191_1,191,433,1,612.05,612.05,0
192_1,192,409,2,95.15,190.3,0
192_2,192,356,1,682.12,682.12,0
193_1,193,370,2,337.98,675.96,0
194_1,194,24,1,930.87,930.87,0
194_2,194,451,2,45.5,91.0,0
195_1,195,264,2,454.9,909.8,0
196_1,196,356,1,682.12,682.12,0
196_2,196,159,2,980.73,1961.46,0
196_3,196,87,1,645.98,645.98,0
197_1,197,279,1,896.86,896.86,0
197_2,197,233,1,108.57,108.57,0
197_3,197,288,2,934.76,1869.52,0
197_4,197,156,1,556.16,556.16,0
197_5,197,150,1,976.22,976.22,0
198_1,198,262,1,817.72,817.72,0
198_2,198,181,2,52.24,104.48,0
198_3,198,37,2,434.05,868.1,0
198_4,198,376,2,881.09,1762.18,0
199_1,199,404,2,848.32,1696.64,0
199_2,199,125,3,153.21,459.63,0
199_3,199,253,3,224.13,672.39,0
200_1,200,74,1,975.36,975.36,0
200_2,200,192,3,221.28,663.84,0
201_1,201,459,3,224.37,673.11,0
201_2,201,323,2,150.41,300.82,0
201_3,201,181,2,52.24,104.48,0
201_4,201,251,3,14.95,44.849999999999994,0
202_1,202,368,1,93.8,93.8,0
202_2,202,413,3,532.86,1598.58,0
202_3,202,177,3,971.95,2915.8500000000004,0
202_4,202,436,1,443.56,443.56,0
203_1,203,242,1,631.15,631.15,0
203_2,203,383,1,481.39,481.39,0
203_3,203,361,2,715.46,1430.92,0
203_4,203,417,2,126.74,253.48,0
204_1,204,112,2,111.78,223.56,0
205_1,205,281,3,307.98,923.94,0
205_2,205,376,2,881.09,1762.18,0
205_3,205,300,3,216.56,649.6800000000001,0
205_4,205,273,3,578.2,1734.6000000000001,0
206_1,206,457,2,546.12,1092.24,0
206_2,206,74,3,975.36,2926.08,0
206_3,206,99,1,193.17,193.17,0
207_1,207,330,1,737.46,737.46,0
207_2,207,411,3,776.63,2329.89,0
207_3,207,397,1,138.12,138.12,0
208_1,208,124,2,816.49,1632.98,0
209_1,209,376,3,881.09,2643.27,0
209_2,209,180,1,92.65,92.65,0
209_3,209,283,1,305.45,305.45,0
210_1,210,86,1,942.62,942.62,0
210_2,210,60,3,311.24,933.72,0
211_1,211,338,2,965.79,1931.58,0
211_2,211,427,1,836.64,836.64,0
211_3,211,460,1,867.07,867.07,0
211_4,211,248,3,810.45,2431.3500000000004,0
211_5,211,192,1,221.28,221.28,0
212_1,212,10,1,274.69,274.69,0
212_2,212,78,2,70.18,140.36,0
212_3,212,448,1,708.44,708.44,0
212_4,212,137,2,36.07,72.14,0
212_5,212,341,2,316.22,632.44,0
213_1,213,116,2,177.85,355.7,0
213_2,213,495,1,203.06,203.06,0
213_3,213,325,1,682.4,682.4,0
213_4,213,67,2,533.56,1067.12,0
214_1,214,478,2,720.17,1440.34,0
214_2,214,266,1,358.72,358.72,0
214_3,214,380,1,444.73,444.73,0
214_4,214,226,2,249.13,498.26,0
214_5,214,251,1,14.95,14.95,0
215_1,215,382,1,248.27,248.27,0
215_2,215,191,2,71.77,143.54,0
216_1,216,268,3,377.93,1133.79,0
217_1,217,404,2,848.32,1696.64,0
217_2,217,62,1,10.52,10.52,0
217_3,217,173,3,103.16,309.48,0
217_4,217,369,1,598.39,598.39,0
217_5,217,239,3,635.18,1905.54,0
218_1,218,432,1,931.92,931.92,0
218_2,218,10,3,274.69,824.0699999999999,0
218_3,218,148,3,526.28,1578.84,0
219_1,219,279,1,896.86,896.86,0
219_2,219,444,2,499.97,999.94,0
219_3,219,337,2,98.37,196.74,0
219_4,219,385,1,801.85,801.85,0
219_5,219,397,3,138.12,414.36,0
220_1,220,427,1,836.64,836.64,0
220_2,220,396,3,711.41,2134.23,0
220_3,220,298,1,972.04,972.04,0
220_4,220,42,1,948.88,948.88,0
221_1,221,78,3,70.18,210.54000000000002,0
221_2,221,313,2,611.36,1222.72,0
221_3,221,43,2,494.17,988.34,0
221_4,221,481,1,511.86,511.86,0
221_5,221,93,3,660.73,1982.19,0
222_1,222,92,2,733.16,1466.32,0
223_1,223,405,2,634.97,1269.94,0
223_2,223,257,1,441.69,441.69,0
223_3,223,481,3,511.86,1535.58,0
223_4,223,223,2,908.9,1817.8,0
224_1,224,480,3,721.13,2163.39,0
224_2,224,4,3,104.58,313.74,0
225_1,225,136,3,126.05,378.15,0
225_2,225,485,1,380.96,380.96,0
225_3,225,134,3,301.74,905.22,0
225_4,225,74,1,975.36,975.36,0
226_1,226,23,2,613.09,1226.18,0
227_1,227,67,2,533.56,1067.12,0
228_1,228,440,2,814.49,1628.98,0
228_2,228,368,1,93.8,93.8,0
228_3,228,444,2,499.97,999.94,0
228_4,228,339,2,987.45,1974.9,0
229_1,229,331,1,260.99,260.99,0
230_1,230,301,1,762.87,762.87,0
230_2,230,10,1,274.69,274.69,0
230_3,230,426,3,498.61,1495.83,0
231_1,231,121,2,917.06,1834.12,0
231_2,231,283,1,305.45,305.45,0
231_3,231,487,2,35.27,70.54,0
